第１位　魚座 ##### 魚座が見事、今回のナンバーワンに輝いた理由はいろいろあるんだけど、まず第一に断ることが苦手なのです。ハッキリとＮ０が言えないために、押されているうち「まあ、一度デートするくらいなら」「もう一軒つき合うだけなら・・」なんて具合に相手のペースに呑まれてしまい、気がつくと、「悪い人じゃなさそうだし・・」と、心まで動かされている始末。もともとあまりハッキリした理想のタイプがないことも、こうなる原因のひとつかもしれません。
第２位　双子座 ##### とりあえず人からのお誘いには乗ってみるのが双子座の特徴。警戒心より好奇心が強いので、異性が迫ってくる気配を感じると、逃げ出すどころか、「面白そう！」と感じるみたい。自分から口説くことも苦手じゃない双子座だから、相手が上手く口説いてくれなくても、それとなくフォローしてあげちゃったりして、口説いているんだか、口説かれているんだか、わからなくなっちゃうかも。でも恋のチャンスには事欠かないのは確かでしょうね。
第３位　獅子座４位　 ##### 第３位に輝いた獅子座は、口説かれることが大好き。全然好みのタイプじゃない異性であっても、とにかく自分を口説き落とそうと、必死になっている姿を見るだけで、自尊心が満たされるので、よっぽどウザい相手でもない限り、一応相手にしてあげちゃいます。相手が熱心に口説けば落ちてしまう可能性も十分。地道なアプローチより、派手な攻撃に弱いのも、ドラマティックな恋が望みの獅子座ゆえでしょう。
第４位　射手座 ##### 好みの異性でなかったとしても、好奇心をそそられるような何かキラッとひかる部分があるなら、とりあえず仲良くしてみようと思うのが射手座。口説かれ方としては、第３位の獅子座とは違い、派手でドラマティックなアプローチより、ユーモアたっぷりのお笑いノリの方に、心を動かされることが多いでしょう。警戒心が少ないところは第２位の双子座と似ているので、そういう意味でも口説かれやすい存在であるはず。
第５位　蟹座 ##### 人見知りするのが蟹座の特徴なので、いきなりナンパ調で口説いてくる相手にすぐ落ちることはありません。しかしながら、５位にランクインしてきたのは、結構口説かれやすい面も多いから。特に泣き落としには弱い蟹座。「頼むよ、そんなこと言わないで、ごはんぐらいつき合ってよ」なんて、かわいく甘えられると、ついつい「仕方ないなあ」と、つき合ってしまいます。そこから徐々に警戒心が解けていけば、本来恋愛好きの蟹座ですから、口説かれるのは時間の問題でしょう。
第６位　水瓶座 ##### 『人類皆兄弟』的な博愛精神の持ち主である水瓶座は、異性からのアプローチにもそれ程動じることはありません。だってとりあえずみんな兄弟なわけだから、警戒したりしないで、話ぐらいしなくっちゃね。でもそこから先は話が別。結構ドライなところがあるから、蟹座のように人情にほだされて口説き落とされることはまずないし、獅子座のように自尊心をくすぐっても落ちません。この中途半端さが、ランキング真ん中辺りに位置する理由です。
第７位　天秤座 ##### 八方美人と呼ばれる天秤座ですから、一見くどかれやすいのではないかと思わせるのですが、実はそう簡単ではありません。異性からのお誘いや甘い言葉を天秤座は「社交辞令」として受け止めるのが常。「今度食事でもどう？」「俺とつき合ってよ！」なんて言葉を聞いても、「あら、それもいいかもね！」なんて、冗談とも本気ともつかない言葉で、サラリとかわされてしまう場合が。天秤座を口説き落とすには、かなりのテクニックが必要かも。
第８位　牡羊座 ##### 口説かれるより口説きたいのが牡羊座。最初から気に入らない相手であれば、いくら口説かれても、その気になることは稀です。金星牡羊座の人にとって、恋とは仕掛けるものであって、仕掛けられるものではないというわけ。でもそれゆえ、口説かれることには不慣れなので、「悪くないな」と思っている相手から猛烈アタックをかけられたりすると、案外コロッといってしまう可能性も否めません。どうせ落ちる可能性の低い牡羊座を口説くなら、是非速攻で。
第９位　山羊座 ##### 恋にも打算的なところがある山羊座。少しでも自分にとってメリットのある相手からのお誘いには乗りますが、そうじゃない相手がいくら口説いてみたところで、まったくの無駄。現実的なので、情にほだされたり、口説かれているうちに少しづつ愛情が育っていくなどということも、あまり期待できないでしょう。でも逆に言えば、山羊座の人にとってメリットを与えられるような口説き方さえすれば、その後の展開も期待できるといえます。
第１０位　牡牛座 ##### まず口先だけではなびかないのが牡牛座。相手がいくら上手に口説いてきたとしても、牡牛座にとって問題なのは、そこに誠意があるかどうかです。その辺が口説かれやすい上位の星座とは違うのでしょう。双子座ならば、口先の面白さだけで興味を引くでしょうし、獅子座ならプライドをくすぐれば大丈夫だし、蟹座なら甘えてみるのも一つの手。でも牡牛座が求めるのは真剣な気持ち。だから、口説かれやすいとはとても言えません。
第１１位　乙女座 ##### 繊細で臆病な乙女座を口説くのは、軒下の奥深くに身を潜めている野良猫を軒下から誘い出すため口説いているようなもの。そういえば、これがなかなか難しいことだってわかりますよね。餌でつったり、甘い声で誘ったりしても、用心深い野良猫チャンは、そう簡単には出てきてくれないでしょ。毎日毎日軒下に通って、少しずつ警戒心を解いてもらうしかありません。かなり口説きにくい存在であることは確かです。
第１２位　蠍座 ##### 恋愛に関しては、こと警戒心の強い蠍座。どんなに熱心に口説いたとしても、金星蠍座の人は「そんな上手いこといって、いったい何が目的なわけ？」などと、深読みしてしまいます。だからあっさり口説き落とすことはまず無理。間違いなく時間がかかるでしょう。おまけに何となく口説きにくい雰囲気を漂わせている人も多く、口説く方としては、そうとうの覚悟がいるかも。蠍座を口説くのは簡単じゃないことは覚えておきましょうね。
