第１位　射手座 ##### ジャーン、堂々第１位に輝いちゃったのは射手座！なんといっても天真爛漫、心の赴くままに、好奇心のままに浮気をしてしまうのが金星射手座の特徴です。少しでも興味を引かれるような異性の存在を見つけると、すぐに浮気心がムクムク。道ですれ違いざま、素敵な異性を目で追うことも多いはず。何しろ金星射手座の人は、常に冒険を求めているので、平穏なおつき合いだけでは、生き生き出来ないわけで、それが恋愛にも表れちゃうんですね。困った、困った。
第２位　水瓶座 ##### ランキング２位の水瓶座は、自由を愛する戦士！といえば聞こえはいいけど、要するに浮気っぽいってこと。誰か一人の人に縛られているのがとにかくイヤなので、浮気はいわば、その防止策かもしれません。『一途』という言葉にも、ダサイ響きを感じて抵抗があるので、ワザと浮気を繰り返して、自分が誰か一人の異性に心を奪われているのではないということを示したいのかも。へそ曲がりの反逆児だから、これも仕方がありません。
第３位　双子座 ##### 常にじっとしていられないのが特質の双子座。それはもちろん恋愛にも表れます。一カ所に留まっていることより、色々な物、人、情報に触れていたい双子座としては、浮気は仕方のないこと。とにかく色々な異性と関わりを持ってみたい気持ちが強いので、決して心変わりしたわけではなくても、つき合っている意外の異性の存在が気になってしまうのです。浮気に対して「ありゃ病気だよ」という言い方がありますが、まさにそれこそ双子座へ贈る言葉でしょう。
第４位　天秤座 ##### 異性に対する偏見を持たない天秤座は、他人に対して「なんとなく嫌い」とか、「イヤな人そう」といった、あいまいな判断を下しません。そこが天秤座の美質なのですが、まさにこの点で浮気性になってしまうのです。つまりは誰を見ても、そこにそれなりの良さを認められるので、ついつい色んな人に好意を抱いてしまいます。分け隔てなくというのは素晴らしいことですが、恋愛においてだけは例外。誰だって自分だけを見て欲しいですもんね。
第５位　獅子座 ##### とにかくいつでも注目されたい、モテたいのが獅子座の性質。金星獅子座の人は基本的に男好き、女好きというわけではありません。むしろ好きなのは自分自身。だからこそ、その自分を称賛してくれる異性がたくさん欲しいのです。要するに浮気の数は男の（女の）勲章！って感じなわけ。そう考えると腹も立つけど同時にかわいいものじゃありませんか？全然かわいくないって？そういう人は、獅子座とは付き合わない方がいいかもね。
第６位　魚座 ##### とにかく淋しがりやの魚座。ひとりぼっちの時が絶えられないことこそ、金星魚座の人が浮気をする理由でしょう。決して浮気が好きなわけではなく、人恋しいだけなのです。その上、断りベタな面もあるので、強引に誘われるとイヤといえずに一夜を共にしてしまうことも。一人になってから後悔はするものの、同じような場面がやってくると、またもや同じ過ちを繰り返してしまう可能性は大。優しさと淋しさゆえの浮気といっていいでしょう。
第７位　牡羊座 ##### 牡羊座の浮気っぽさは、ちょっと変わっているかもしれません。何故ならそれ程、気が多いわけではないのですが、なにしろ飽きっぽいのが恋の特徴。初めは「本気！」のつもりでも、すぐにその恋に飽きて、結局浮気に終わってしまいます。すぐにその気になりやすい面も、浮気っぽさにつながっているのでしょう。熱しやすく、冷めやすい典型タイプゆえに、浮気症と呼ばれてしまうことになるのです。でも本当はそれほど浮気性じゃないんですけどね。
第８位　蠍座 ##### 蠍座の恋愛は命をかけた真剣勝負。一途に深く深く一人の人を愛し続けます。だったら浮気なんてするはずない？でもね、本気と浮気は別って言うでしょ。まさにそれが蠍座の浮気。最初から完全に遊びと割り切っているので、もちろん本命になにかあれば、浮気相手なんて放り投げてでも駆けつけます。じゃあ、浮気なんてしなきゃいいじゃん！と思うでしょうけど、それ程真剣な恋をする蠍座だからこそ、どこかで息を抜かなければ、自分自身が煮詰まってしまうのです。
第９位　蟹座 ##### 自分のテリトリーに恋人を引き込み、二人の世界を着々と育てていくのが蟹座の恋のあり方です。浮気をするということは、自分にとって見てもその大事なテリトリーを留守にするということになるので、そうそうしょっちゅうお出かけばかりしていられません。おまけに蟹座は大切な人を守りたい気持ちも強いので、簡単には浮気など出来ないでしょう。浮気をするときは、本気に近い気持ちでいるのかもしれません。
第１０位　牡牛座 ##### 一度腰を落ち着けたら、あちこち動き回るのが面倒な牡牛座。それは恋に対しても同じで、せっかく素敵な恋人と楽しい毎日を送っているのに、なんでわざわざ浮気なんてめんどくさいことをしなくちゃいけないの？という感じ。金星牡牛座の人は、現在の恋に満足している限り、浮気など考えません。ただし、例外なのは、面食いなところがあるので、すごい美人や美男に誘惑されれれば、コロッといってしまうことが。
第１１位　乙女座 ##### 金星乙女座の人は、基本的には浮気とはほぼ無縁。恋人としてはかなり安心できる存在です。まず第一に相手の条件にうるさいので、そうしょっちゅう、「いいな」「浮気したい」と思うような異性は現れません。その上、意外に小心者なので、例え素敵な人に出会ったとしても、心の中で浮気を想像するのが関の山で、なかなか実行には移せないのです。もちろん、相手から強引に迫られれば話は別。でもそういう機会も少ないでしょう、きっと。
第１２位　山羊座 ##### 金星山羊座の人は、チャンスさえあれば浮気をしようと思っています。でも山羊座の人は、絶対に恋人にバレないし、浮気相手が本気になってしまうようなもめ事になったりもしないし、おまけにその浮気相手との関係が、自分にとってなんらかのメリットがあると思える機会のことを「チャンス」と呼ぶので、そんな絶好の機会は滅多に訪れるものではありませんよね。とにかく危険を冒さないのが山羊座の浮気。だから自然に浮気性ではなくなるわけです。
