第1位　牡牛座 ##### 「物欲の強さ」堂々ランク１になったのは、やはり火星が牡牛座の人。欲しいと思ったら、我慢することなんてできません。何としても手に入れようとする情熱は、１２星座中ピカイチ！日常生活をケチケチにしてまでも、必ず手に入れることでしょう。特にあなたの物欲は、美しいものに注がれるようです。たとえば洋服。ブランド物かどうかにはこだわらなくても、気にいったものなら金額なんてお構いなし。収入レベル上のものでも、ゲットしようと思うはず。そんなあなたには、常に、クレジットカードが必需品となるのかも。
第2位　天秤座 ##### 「物欲の強さ」ナンバー２に輝いたのは、火星が天秤座にあるあなた。ナンバー１の牡牛座に匹敵するほど、あなたも美しいものが大好き。特にブランド品は、あなたの心を奪うもの。プレミアバッグとか、限定販売なんて言葉にはさらに弱いはず。徹夜して並んでまで手に入れようとするでしょう。そもそもあなたにとって貴重なブランド品は、財テクの手段の一つ。それを将来高く売って、財産を築くというのも向いているタイプ。だから、それは仕方ないことなのかも。またそうしたモノを持つことが、自分磨きにも役立ちそう。
第3位　蠍座 ##### 狙った獲物は放さない・・・そんな情熱をもった蠍座の人も、かなり物欲が強いタイプ。欲しい！と思ったら、頭からずっと離れなくなってしまうこともたびたび。借金をしてでも手に入れたいと願うはず。また、蠍座のあなたは、モノに対しても深い思い入れをもてる人。やっと手に入れたら、後生大事に使ったり、貸し金庫に保管する・・・なんてケースまでありそう。物欲も強いけれど、金銭欲や、権威欲もかなり高め。とにかく自分にとって必要となるもの、あるべきものを所有する欲望は、恐ろしいほど強いのです。
第４位　蟹座 ##### 高額なモノや、大きなモノはそんなに欲しないけれど、こまこまとして物欲が強いのが、火星が蟹座にあるあなた。とにかくいざというときのため、何でも余分にないと不安・・・というのが真実なのかも。たとえば料理するとき、ちょっとした調理器具。他のもので適当に済ませるというのができません。調理器具や調味料、そして料理本に、快適なキッチンと、あなたの物欲は広がっていくのです。そして結局、小さなモノ、安いモノをたくさん買い込み、無駄づかいしてしまったり、部屋の中がぐちゃぐちゃ、ということに。
第５位　乙女座 ##### 右に習え・・・そんな精神をもつあなたは、ちょっぴり見栄っ張りな一面が。たとえば、友だちがみんなシャネルのアクセサリーをもっていたら、ワタシももたなくちゃ。同僚がみんなヴィトンのバッグにお熱だったら、ワタシも・・・。こういう具合いに物欲が広がっていくタイプです。一見、流行には鈍感に思えるけれど、みんなが崇めるブランド品なら、一つは手に入れることが義務と感じてしまうのです。そうして集めたブランド品を、コレクションとして楽しんでいる人だって中にはいそう。物欲はけっこう高めなのです。
第６位　双子座 ##### 好奇心旺盛な双子座の人は、情報通で新しいモノ好き。インターネットも利用することが多いはず。この情報力のおかげで、お得なバーゲン情報や、口コミ情報がひっきりなしに入ってきて、あなたの物欲をそそってしまうのです。でもあなたが欲しがるモノは、どちらかというとオシャレグッズより、雑貨だったり、新しいタイプの製品。ちょっと高級なステーショナリー、ノートパソコンを持ち歩ける機能性バッグ、そして今までとはまったく違ったタイプの携帯電話に流行の雑貨。そんなものを見つけると、物欲が燃えるのです。
第７位　獅子座 ##### けっこうガンとしたこだわりを持っている獅子座の人の物欲は、ふつう程度。常にあれが欲しい、これが欲しいとは思わないし、気に入ったモノを長くずっと使おうとするタイプ。欲しい！と思うときは、あなたの心に響いたものを見つけたときだけ。でも、即手に入れるかというとそうでもありません。一点豪華主義だから、じっくり吟味してからゲットします。そのために、時間がかかることも。もちろんその金額だって、中途半端ではなさそう。そして、手に入れられれば大満足。あなたの愛用品として長く大事にするのです。
第８位　魚座 ##### 物欲とは無縁のようにみえる魚座。確かに、魚座の人の物欲はそんなに強くないけれど、物欲むき出しの雰囲気にのまれてしまうと、物欲に火がつきそう。たとえば友人と一緒に出かけたバーゲン。あれもこれもと買いあさる友人だったら、ついつい自分も扇動されて、どんどん買い込んでしまったり、一緒に行った人に「これがいいんじゃない？」と勧められると、その気になってしまい欲しくないものを買ってしまった・・・ということだってありそう。ということで、８位にランクイン。出かけるときは、人を選ぶ必要があるのかも。
第９位　射手座 ##### 火星が射手座にある人は、物欲自体は強くありません。でもときに、ストレスが溜まると買い物に走る人も中にはいそう。いわゆるヤケ買いというやつ。欲しくはないけど、何か買わないとスッキリしない。あなたのワードローブには、そんなとき手に入れた着ない服がたくさんかかっていることも。そうなると、今度は気前のいい人に変身。「これ着ない？買ったけどいらないからあげるよ」と、ホイホイ人にあげ出したり。結局、あなたの手元には、モノを手に入れても、気に入るものは何も残っていない、ということが多いのです。
第１０位　水瓶座 ##### 水瓶座のあなたには、物欲なんてほとんどないに等しいかも。ブランド品なんてあまり興味ないし、高級品なども無用のもの。手入れが大変なモノなんて、あえていらない。そもそも部屋がモノであふれかえるなんて、あなたの主義に反すること・・・という具合い。女性の場合も、部屋の中はとってもシンプルなのでは？けっこう合理主義なあなたは、必要最低限のものがあればいい、と思うタイプなのです。それがなければ、他のものを工夫して代用することもできるアイデアマン。モノにあんまり、信奉心なんてもっていません。
第１１位　山羊座 ##### 火星が山羊座にあるあなたの場合、欲望はモノより権威や地位に注がれるはず。だから「物欲の強さ」は、ほとんどナシ！なるべく一つのものを、修理したりして長く使おうとするタイプだから、あれが欲しい、これが欲しいとはあまり思わないのです。もし欲しいと思うなら、それは壊れてしまって修復が不可能なときか、勉強や仕事に必要なモノに限られそう。とっても質素で堅実な人。街中がたとえセールの看板で賑わっていたとしても、あなたの心はほとんど揺さぶられません。そんな山羊座のあなたは、１１位にランクイン。
第１２位　牡羊座 ##### 火星が牡羊座にあるあなたは、まず物欲というものを感じたことがほとんどないかも。何かモノを手に入れるよりも、自分が認められた！といった精神的な悦びの方がず〜っと大事。モノにはまったくこだわらないタイプなのです。それよりも逆にモノ離れがいいと言えるかも。長年使っていないものがあると、ポイポイ捨てられる・・・というのもあなたならでは。モノに大事な思い出が・・・といったセンチメンタルな感情はもちません。せっかく恋人から贈られたプレゼントだって、気に入らないと人にあげてしまうことも！
