第1位　山羊座 ##### やっぱりナンバー１は山羊座でしょう。だって、絵に描いたように真面目な人なのだから。もし常識とは何ぞや？ということを知りたければ、あなたに聞けばいいというくらい。社会生活を営む上での常識は、しっかり身につけた人なのです。ただ、１位に輝いた悲しさは、世の中にいるたくさんの常識はずれ者に出会ったとき。あなたが常識を振りかざしても、彼らは上の空。あなたは逆に空しさを感じるかも。そういう人たちに、イライラさせられてしまうことが実際多いでしょう。でもあなたは貴重な存在。ずっとそのままでいて！
第2位　乙女座 ##### 山羊座に次ぐ真面目さをもっているのが乙女座。だからあなたの「常識度」もハイスコア。でも山羊座の人が、天然の常識度をもっているのに比べ、あなたの常識は、頭で考えた常識。つまり、山羊座の人は、自然と常識的判断ができるけれど、乙女座の人は、事があるごとに、これは常識に照らし合わせたらどうあるべきか、と考えて判断するのです。だからその答えは、本心とはまったく違うことも。「こうあるべき」「こうするべき」というのがあなたの常識に対する判断の基準。この違いわかるかな？それが２位になった理由です。
第3位　天秤座 ##### バランス感覚に優れた天秤座の人の「常識度」は、かなりハイレベル。まるで裁判官のようなスマートな常識の持ち主です。ただあなたの場合は、「これはしてはいけない」とガチガチの常識に縛られるのではなく、その場の状況や、背景をしっかり考えられるところがいいところ。たとえば友人が約束を破っても、やみくもに「約束を守るのは当たり前」とは考えません。それなりの理由があれば、フレキシブルに対応できるのです。つまり、あなたの「常識度」はかなり洗練されたもの。あなたくらいのレベルが一番適切なのかも。
第4位　獅子座 ##### 木星が獅子座にある人の「常識度」は、平均レベルよりやや高め。普段は世間の常識の枠にしっかりはまった行動ができるけど、創造性を発揮するときには、常識の枠を打ち破る・・・・・といった使い分けができるタイプ。基本的には真面目でいられるけど、いざというときには、ちょっとしたいたずらっぽさを発揮できる・・・と言うとわかりやすいかも。だから、それなりに信頼されるし、許せる範囲の常識はずれさが、逆に魅力となって人気のモトに。獅子座の人の「常識度」は、ほどよいかげんだと言えるのかも。
第5位　牡牛座 ##### 「常識度」５位にランクインしたのが、牡牛座。まったりとした穏やかさをもつあなたに、常識はずれな行動は、一見なさそう。常識の基準だってコロコロ変わることがないから、人はみな一緒にいると安心していられるはず。「常識度」は平均レベルと言えるかも。でもときに、牡牛座のガンコさが顔を出してしまうと、常識レベルに個人的なワガママさがプラスされてしまいます。たとえば、職場で気に入らない仕事をガンとして引き受けなかったり、納得できない授業をボイコットしてしまうなど。そうなると、みんな手を焼きそう。
第6位　蟹座 ##### 木星が蟹座にある人の「常識度」はほどほど。特に、日本の常識はかなり受け入れやすいタイプ。だから、平均的日本人といったイメージかも。学校で先生の言うことを守ったり、学校のルールを守るのは当然。職場では上司を立て、与えられた仕事をやるのは当たり前、と思うことでしょう。かなり保守的だから、世間一般の常識を逸脱することなんて考えつかないのです。でも、蟹座だってやっぱり人の子。理不尽なことを言われたり、されれば怒りを爆発させることも。でもそんなときでも、親しい人への八つ当たりだけで終わりそう。
第7位　蠍座 ##### 一見常識があるように見える蠍座のあなた。でも、その「常識度」には、かなりの偏りがある模様。それは、あなたのひと癖ある個性に原因がありそう。納得できる常識には従うけれど、納得できない常識には従いたくない、というのがあなたの本音。教え方がヘタな先生の授業なんて聞くために学校へ行くのなら、家で本を読んでいた方がマシ。頼りにならない上司に使われるくらいなら、上司を無視して自分で勝手にやった方がいい・・・と、ときに偏屈と思われるような、常識はずれな行動をとることも。ちょっと気難しいのです。
第8位　双子座 ##### 木星が双子座にあるあなたの「常識度」は、かなり調子いいものになりそう。だから８位にランクイン。自分にとって有利な常識は大いに使い、不都合な常識は無視するといったタイプ。たとえば誰かと約束したとき。自分が約束を守ったときは、遅れてきた友人を、「約束の時間を守るのは常識！」といって責めるのに、自分が約束を破ったら、「いろいろあってさ」とごまかすといった感じ。真面目な人にとっては、単なるお調子者に映りそう。双子座の人から、常識的な振る舞いを１００％期待するのは、あきらめた方がいいのかも。
第9位　牡羊座 ##### 過激な一面をもっている牡羊座。そこに木星があるあなたの「常識度」はかなり低め。とにかく自分が考えることが一番だから、必然的に自分本位。どちらかというと、自分に都合のいい常識を優先します。たとえば地位の高い人への態度。先生や上司には服従・・・といった常識は、牡羊座の人には通用しなさそう。それよりも好きか嫌いか、尊敬しているかしていないかが優先して、嫌いだったり尊敬しない場合は、かなりの反抗心をむき出します。そのため扱いにくい人、と思われがち。その無骨さで苦労することも多いはず。
第10位　水瓶座 ##### 木星が水瓶座にあるあなたは、革新的な考えをもつタイプ。だから、常識という枠にとらわれることはほとんどありません。むしろ、古い常識なんてくそくらえ！そんなものほど邪魔なものはない、と思っていそう。たぶんあなたの言う常識とは、あなた自身が決めるもの、と考えているフシも。きっと周囲の人も、あなたに常識を求めることはあきらめているかも。そんなあなただから、社会生活でもかなり苦戦している可能性は大。毎日定時に同じ場所へ通う・・・という世間の常識だって、あなたにはとても苦しいものだから。
